22, 919138, 43, 1965538, 0.000836470096194061
22, 919138, 17, 1851996, 0.05357142857142857
22, 919138, 19, 2571623, 0.0002871088142405972
22, 919138, 13, 3434164, 0.002935862691960253
22, 919138, 11, 2983724, 0.00020370747606437156
22, 919138, 1, 405063, 0.00015677912956227268
22, 919138, 1, 250725, 0.00011999760004799904
22, 919138, 1, 140109, 0.00011833969409189077
22, 919138, 1, 62999, 0.00020376084298771613
22, 919138, 14, 1037462, 0.00398033247483025
22, 919138, 17, 389660, 0.027696793002915453
22, 919138, 15, 275340, 0.007381587041213861
22, 919138, 12, 508033, 0.0010605391073795847
22, 919138, 13, 30471, 0.032288153835115165
22, 919138, 11, 164183, 0.001321003963011889
22, 919138, 4, 1243, 5.7304799016441266e-05
22, 919138, 9, 28722, 0.0033696704512592257
22, 919138, 2, 13, 0.00011104550699045009
22, 919138, 8, 27645, 0.00010165830103564394
22, 919138, 7, 30601, 1.6241280462551667e-05
22, 919138, 6, 2182, 0.00015520259644814292
22, 919138, 5, 2061, 0.0005391682237240495
22, 919138, 3, 42, 0.00023684716745214966
19, 239987, 43, 1965538, 0.021368755414380596
19, 239987, 25, 3804978, 0.05844572896596018
19, 239987, 17, 1851996, 0.0160857908847185
19, 239987, 16, 1362234, 0.023542600896860985
19, 239987, 21, 3292172, 0.008780256288561937
19, 239987, 19, 2571623, 0.01446733888645331
19, 239987, 18, 2914315, 0.009361702127659575
19, 239987, 23, 1433320, 0.00020387359836901122
19, 239987, 15, 3718944, 0.01331883664039141
19, 239987, 13, 3434164, 0.00305316091954023
19, 239987, 11, 2983724, 0.0009458351724572798
19, 239987, 1, 405063, 0.00042389560056923126
19, 239987, 1, 250725, 0.0006674598798572216
19, 239987, 1, 140109, 0.00017170821051426608
19, 239987, 1, 62999, 0.00016901884560128455
19, 239987, 14, 1037462, 0.005739677837437511
19, 239987, 15, 275340, 0.025393600812595226
19, 239987, 12, 508033, 0.018872549019607842
19, 239987, 13, 30471, 0.011923377638780297
19, 239987, 11, 164183, 0.0015950553284817066
19, 239987, 10, 196384, 0.014754274268545675
19, 239987, 4, 1243, 0.0011145902455209024
19, 239987, 9, 28722, 0.0005315072556920719
19, 239987, 2, 13, 0.0005316062218218266
19, 239987, 8, 27645, 0.0015856069842513218
19, 239987, 7, 30601, 0.0018909408949373803
19, 239987, 6, 2182, 0.000740278435803054
19, 239987, 5, 2061, 0.0004815795810257645
19, 239987, 3, 42, 0.0005612562525388733
43, 1965538, 25, 3804978, 0.018974700399467376
43, 1965538, 17, 1851996, 0.011207519884309472
43, 1965538, 16, 1362234, 0.007370283018867925
43, 1965538, 21, 3292172, 0.019807008633824275
43, 1965538, 19, 2571623, 0.008957280661460726
43, 1965538, 18, 2914315, 0.006024096385542169
43, 1965538, 23, 1433320, 0.0008570816370259267
43, 1965538, 15, 3718944, 0.0005729017473503294
43, 1965538, 13, 3434164, 0.0022480329711502436
43, 1965538, 15, 3515498, 0.0001576789656259855
43, 1965538, 11, 2983724, 0.00012790177143953444
43, 1965538, 1, 405063, 9.145504984300216e-05
43, 1965538, 1, 250725, 0.0003212992171982708
43, 1965538, 1, 140109, 0.00017287080788290884
43, 1965538, 1, 62999, 0.0001134236942097204
43, 1965538, 14, 1037462, 0.024039408866995075
43, 1965538, 17, 389660, 0.0036215482118605704
43, 1965538, 15, 275340, 0.024819574018658686
43, 1965538, 12, 508033, 0.013249420337860219
43, 1965538, 13, 30471, 0.022938540761051295
43, 1965538, 11, 164183, 0.00623226591001216
43, 1965538, 10, 196384, 0.006250556495414478
43, 1965538, 4, 1243, 0.0011523248933320875
43, 1965538, 9, 28722, 0.005343730147855657
43, 1965538, 2, 13, 0.00041129825482362205
43, 1965538, 8, 27645, 0.0018351526657174497
43, 1965538, 7, 30601, 0.0009231853132554025
43, 1965538, 6, 2182, 0.0009893316312574085
43, 1965538, 5, 2061, 0.0003814918270225533
43, 1965538, 3, 42, 0.0005691529897660643
25, 3804978, 17, 1851996, 0.03902439024390244
25, 3804978, 16, 1362234, 0.025508556667742977
25, 3804978, 21, 3292172, 0.01779455378808304
25, 3804978, 19, 2571623, 0.006301502666020358
25, 3804978, 18, 2914315, 0.0051813471502590676
25, 3804978, 23, 1433320, 0.006132182602770838
25, 3804978, 15, 3718944, 0.005255023183925811
25, 3804978, 13, 3434164, 0.00019577133907595928
25, 3804978, 15, 3515498, 0.0026289845547157412
25, 3804978, 11, 2983724, 0.002604505795025394
25, 3804978, 1, 405063, 9.213193292795283e-05
25, 3804978, 1, 250725, 0.0003235769966171496
25, 3804978, 1, 140109, 0.00014506208657305328
25, 3804978, 1, 62999, 0.00011420413990007138
25, 3804978, 17, 389660, 0.01722464822901504
25, 3804978, 15, 275340, 0.025919117647058825
25, 3804978, 12, 508033, 0.00908555564902835
25, 3804978, 13, 30471, 0.009115892486091562
25, 3804978, 11, 164183, 0.003529592306511842
25, 3804978, 10, 196384, 0.0036388933483170118
25, 3804978, 4, 1243, 0.000846876428779251
25, 3804978, 9, 28722, 0.0007212943502754598
25, 3804978, 2, 13, 0.000423618131938777
25, 3804978, 8, 27645, 0.0018570043287848346
25, 3804978, 7, 30601, 0.0010174012087212766
25, 3804978, 6, 2182, 0.00044679798576173355
25, 3804978, 5, 2061, 0.0004560619856162578
25, 3804978, 3, 42, 0.00036118200868880113
17, 1851996, 16, 1362234, 0.028975265017667843
17, 1851996, 21, 3292172, 0.021530404422461447
17, 1851996, 19, 2571623, 0.011972930765226444
17, 1851996, 18, 2914315, 0.011366506693609498
17, 1851996, 23, 1433320, 0.0077406869859700045
17, 1851996, 15, 3718944, 0.0013404825737265416
17, 1851996, 15, 3515498, 0.00017132088401576153
17, 1851996, 11, 2983724, 0.000925925925925926
17, 1851996, 8, 4342010, 0.00011837121212121212
17, 1851996, 1, 405063, 0.0001238505124314952
17, 1851996, 1, 250725, 0.00029645440531246293
17, 1851996, 1, 140109, 0.00020466639377814163
17, 1851996, 1, 62999, 0.00020139248518326715
17, 1851996, 14, 1037462, 0.01955671447196871
17, 1851996, 17, 389660, 0.022112382934443287
17, 1851996, 15, 275340, 0.00037629350893697084
17, 1851996, 12, 508033, 0.0014512549086563087
17, 1851996, 13, 30471, 0.015656114811508616
17, 1851996, 11, 164183, 0.00508932280847528
17, 1851996, 10, 196384, 0.002524167561761547
17, 1851996, 4, 1243, 6.758232046496636e-05
17, 1851996, 9, 28722, 0.004659727180489272
17, 1851996, 2, 13, 0.00028969498096676903
17, 1851996, 8, 27645, 0.00041205743446701956
17, 1851996, 7, 30601, 0.000584060028391807
17, 1851996, 6, 2182, 0.00029191686754956314
17, 1851996, 5, 2061, 0.0007347455336696332
17, 1851996, 3, 42, 0.0003023172648401415
16, 1362234, 21, 3292172, 0.016986706056129987
16, 1362234, 19, 2571623, 0.004232568500779683
16, 1362234, 18, 2914315, 0.014480035103115402
16, 1362234, 15, 3718944, 0.006696428571428571
16, 1362234, 13, 3434164, 0.00018301610541727673
16, 1362234, 15, 3515498, 0.0048234012758674345
16, 1362234, 11, 2983724, 0.0008258687503970523
16, 1362234, 8, 4342010, 0.00033090668431502316
16, 1362234, 1, 405063, 0.00027345649003403016
16, 1362234, 1, 250725, 0.00026198585276395077
16, 1362234, 1, 140109, 8.614253718486189e-05
16, 1362234, 1, 62999, 0.00019786307874950534
16, 1362234, 14, 1037462, 0.006441834028040924
16, 1362234, 15, 275340, 0.01905252317198764
16, 1362234, 12, 508033, 0.00488162069807176
16, 1362234, 13, 30471, 0.016757933628026654
16, 1362234, 11, 164183, 0.004829459704195593
16, 1362234, 10, 196384, 0.008083038082860042
16, 1362234, 4, 1243, 0.000622177517615401
16, 1362234, 9, 28722, 0.004186959546764735
16, 1362234, 2, 13, 0.0005330461558442964
16, 1362234, 8, 27645, 0.0011817268378380087
16, 1362234, 7, 30601, 0.0007445474042002185
16, 1362234, 6, 2182, 0.001472925307182449
16, 1362234, 5, 2061, 0.0006547359231776517
16, 1362234, 3, 42, 0.0004813305635293248
21, 3292172, 19, 2571623, 0.018344965104685942
21, 3292172, 18, 2914315, 0.004423076923076923
21, 3292172, 23, 1433320, 0.015654470011316483
21, 3292172, 15, 3718944, 0.008631023735315272
21, 3292172, 13, 3434164, 0.008985024958402662
21, 3292172, 15, 3515498, 0.005700441784238278
21, 3292172, 11, 2983724, 0.001592454216941263
21, 3292172, 8, 4342010, 0.0002069108214359611
21, 3292172, 1, 405063, 0.00020887416823322293
21, 3292172, 1, 250725, 0.00042923367481256797
21, 3292172, 1, 140109, 0.0003105853121382387
21, 3292172, 1, 62999, 0.0006117568544574829
21, 3292172, 14, 1037462, 0.026928422515635857
21, 3292172, 17, 389660, 0.012987012987012988
21, 3292172, 15, 275340, 0.008175227518124325
21, 3292172, 12, 508033, 0.00919576059850374
21, 3292172, 13, 30471, 0.0068549147852336335
21, 3292172, 11, 164183, 0.005965478460710967
21, 3292172, 10, 196384, 0.007146125954870278
21, 3292172, 4, 1243, 0.000744393784311901
21, 3292172, 9, 28722, 0.005631854559826104
21, 3292172, 2, 13, 0.0005272044241913833
21, 3292172, 8, 27645, 0.00247105025939724
21, 3292172, 7, 30601, 0.0017536841509784669
21, 3292172, 6, 2182, 0.0012292618965234652
21, 3292172, 5, 2061, 0.0009111322918854299
21, 3292172, 3, 42, 0.0007618960636772061
19, 2571623, 18, 2914315, 0.009372746935832732
19, 2571623, 23, 1433320, 0.01604655263621936
19, 2571623, 15, 3718944, 0.01415929203539823
19, 2571623, 13, 3434164, 0.0034273251285246924
19, 2571623, 15, 3515498, 0.009231604670105892
19, 2571623, 11, 2983724, 0.0016764459346186086
19, 2571623, 8, 4342010, 9.956192751891676e-05
